target,Present_Price,Kms_Driven,Fuel_Type,Transmission,Owner,car_age
3.2,4.75,196336,0,1,0,17
11.3,20.94,177475,2,0,1,9
2.02,4.07,135343,3,0,2,5
4.99,7.9,121577,2,0,1,16
3.32,7.29,5892,3,1,1,14
2.46,4.38,101334,3,1,0,3
16.7,21.84,51709,0,0,1,5
3.96,5.64,11938,3,0,2,14
11.86,13.88,48117,3,0,2,18
7.07,10.72,45415,1,1,2,9
9.39,20.25,95169,0,1,0,5
4.96,6.32,186724,1,1,0,15
8.2,11.0,129172,0,1,0,11
7.12,12.39,137979,2,1,0,7
16.05,24.47,16943,2,1,0,3
2.49,3.85,8711,2,0,2,8
5.83,7.89,151348,3,0,2,3
11.65,14.75,72704,1,0,1,12
5.52,6.19,61804,1,1,2,16
10.33,19.6,81555,0,1,0,17
5.85,11.91,103835,0,0,2,9
18.62,22.8,68502,1,1,2,19
7.14,8.97,184221,3,1,1,19
7.03,8.04,151509,0,1,2,10
3.82,7.83,106021,0,1,2,18
7.53,17.45,106218,2,0,1,5
13.47,15.51,50686,0,0,2,12
3.59,4.58,153432,0,0,0,12
16.19,23.53,28940,1,0,2,2
4.68,10.87,53460,1,0,0,5
9.97,24.48,179761,2,1,2,7
5.47,6.29,24212,1,0,1,18
9.32,15.46,123988,2,1,0,3
7.11,13.79,131844,1,0,2,7
11.25,17.85,12423,2,0,0,8
16.25,23.7,184552,1,1,2,14
4.25,10.23,54381,0,1,0,8
2.77,4.0,36732,3,0,1,16
17.89,24.85,152597,2,1,0,12
7.75,12.26,152131,0,0,1,16
9.74,15.59,160473,3,1,1,11
6.55,12.39,13853,3,0,0,9
6.3,9.92,62826,2,0,2,9
10.63,24.18,120704,0,0,0,15
4.41,7.53,187117,3,0,1,10
4.14,6.55,47231,2,1,0,17
11.73,16.51,142499,0,0,1,10
9.59,17.46,70015,0,1,1,7
14.32,20.28,85046,1,0,1,12
8.88,12.92,64353,2,1,2,2
2.87,6.77,63858,2,0,2,3
20.01,24.74,180376,0,1,0,14
15.12,24.28,154686,1,0,0,17
5.85,10.19,140940,2,0,1,5
2.47,5.9,37941,3,0,2,2
18.72,21.66,105008,1,1,0,7
2.69,5.35,35093,0,0,2,9
8.03,11.62,91708,3,1,2,1
4.14,7.8,23031,0,0,2,1
5.18,11.72,63009,0,1,1,10
3.44,7.19,111796,3,1,1,15
5.7,9.44,74500,3,1,2,6
12.2,18.71,113969,3,0,2,6
9.17,15.52,78552,3,1,2,16
5.46,12.64,79985,1,0,0,5
2.87,4.29,64868,3,1,2,10
14.16,23.78,115657,2,1,0,1
4.23,5.94,45191,3,1,0,14
6.01,11.83,33260,1,1,0,10
5.2,11.98,120598,2,0,0,12
17.2,21.83,42222,0,1,2,6
3.99,6.82,173232,3,1,2,19
12.31,15.23,72715,1,1,1,2
2.21,4.03,146605,3,0,2,16
19.22,24.07,178517,3,1,1,15
16.91,23.16,72880,2,0,2,7
6.11,10.06,73275,1,1,1,5
11.42,17.08,64608,1,1,1,9
10.87,22.19,21800,3,0,1,4
7.89,9.2,71773,1,1,2,3
10.31,12.93,25003,1,1,0,14
6.18,14.68,139614,2,1,1,17
11.99,21.98,132069,1,0,0,19
12.82,24.38,166808,1,1,1,2
5.8,6.8,42251,0,1,2,17
4.06,7.0,10626,1,1,1,6
8.38,11.29,89017,2,1,2,15
9.14,18.23,56249,0,0,0,20
9.13,14.05,140938,0,0,1,11
17.18,20.7,7706,2,1,2,20
4.47,7.17,183748,1,0,2,10
5.02,6.52,161692,1,1,1,14
6.45,13.43,49694,1,0,0,5
5.03,10.68,26945,1,0,2,8
2.9,6.32,79930,2,1,0,15
7.5,9.99,179283,1,1,1,2
14.0,17.21,50183,1,0,1,16
7.38,10.37,72950,0,1,0,18
6.17,7.91,146114,3,1,2,17
1.95,4.41,173392,3,1,1,15
10.77,14.25,34531,1,0,2,11
21.01,24.81,83106,3,0,2,5
3.84,4.29,86082,3,0,0,3
14.55,23.42,135502,2,0,2,2
14.43,20.07,106637,2,1,2,10
10.38,18.93,62071,3,0,0,7
1.9,4.65,52978,3,1,2,15
7.95,14.7,34561,3,0,2,12
4.43,6.38,111496,0,1,2,6
2.23,5.44,149061,2,0,0,14
7.47,18.54,21354,1,1,2,15
2.87,7.15,30260,0,0,0,8
17.2,22.78,149135,1,1,2,4
8.54,19.88,21370,2,0,1,2
17.98,21.87,51480,2,1,1,13
14.88,22.8,26837,2,0,1,7
4.67,8.45,149742,3,1,0,17
17.34,20.4,57723,1,1,1,4
10.04,13.14,162309,2,1,1,15
10.05,13.85,29896,0,1,2,5
11.7,14.5,176491,3,0,2,3
15.15,24.04,35612,3,0,2,6
12.8,17.15,146824,2,1,2,3
10.77,18.43,103794,2,0,2,16
3.03,6.04,122497,1,0,0,17
6.43,9.0,119073,2,1,2,1
2.49,3.49,75285,2,0,0,1
10.04,15.63,108902,3,0,2,6
6.4,8.61,97259,0,0,0,5
5.82,7.26,164452,3,0,0,4
18.71,21.46,141049,1,1,1,11
8.31,20.08,144907,0,1,2,11
11.68,20.74,7598,3,1,1,4
14.45,24.15,15245,3,1,1,16
14.09,21.34,98996,3,1,1,3
6.56,9.71,146782,2,1,2,5
4.95,12.15,67013,0,1,0,9
3.05,4.01,95416,3,1,0,14
7.82,11.52,30451,1,0,1,9
12.12,15.53,136767,3,1,1,6
2.86,3.69,170418,0,1,0,19
20.31,23.22,84433,1,0,1,12
11.98,17.64,115608,0,0,0,12
2.81,6.12,38042,2,1,1,8
17.3,19.9,53296,3,0,0,7
17.15,23.5,174742,3,0,1,14
15.3,22.82,84580,0,0,1,5
3.42,5.12,65754,3,1,0,15
5.26,10.33,96146,3,1,1,11
15.13,17.49,28961,2,1,2,16
10.91,13.88,116568,1,0,2,6
7.45,15.19,49818,1,1,2,10
4.65,5.23,35318,2,1,1,10
2.79,4.2,18690,0,1,1,18
8.26,12.99,75580,1,1,1,6
17.15,22.22,196837,3,1,1,6
6.05,9.61,154704,0,1,1,2
5.7,13.74,145067,3,0,0,13
14.74,18.14,67821,1,1,2,18
11.39,14.13,50896,3,1,1,5
7.3,13.45,7527,2,0,2,3
6.16,9.9,37041,2,1,1,18
5.79,13.62,139180,3,0,2,13
5.96,7.14,78194,3,0,2,5
18.94,23.54,160317,3,1,0,8
4.13,6.0,163492,2,0,0,8
12.67,15.93,158573,3,0,1,1
13.39,15.7,144274,1,1,2,13
6.55,12.01,141856,1,0,1,1
14.25,20.08,82998,2,0,0,4
18.71,23.04,102238,0,1,2,3
10.55,21.54,18459,2,1,0,17
10.53,14.63,54160,3,1,1,11
12.63,14.64,73863,0,0,1,2
12.93,14.51,107555,3,1,2,15
4.35,7.62,136800,3,1,2,20
11.48,21.35,25915,3,1,0,5
7.78,13.3,17319,2,1,0,6
2.77,4.97,177226,3,1,2,9
4.35,7.29,181510,3,1,0,10
11.15,24.09,144627,2,1,2,13
8.14,10.69,68792,3,1,2,10
1.7,3.94,90915,0,0,0,17
3.92,4.53,94981,2,0,1,8
11.76,23.13,25674,2,1,1,16
15.47,20.57,20821,0,1,1,13
5.72,12.91,69568,2,1,2,11
8.89,15.5,98603,3,0,0,5
10.13,24.04,165810,1,0,0,8
2.43,3.62,46525,2,1,1,6
4.19,9.49,141639,0,0,0,13
20.38,22.65,168434,0,0,2,19
5.06,12.01,74625,3,1,2,11
9.7,15.03,40486,3,1,1,3
6.58,7.59,40211,3,0,2,7
10.08,12.97,143639,0,1,2,12
9.53,15.65,16771,0,1,0,7
12.86,14.8,77933,2,0,1,4
17.8,21.82,67162,2,0,0,17
3.63,8.85,56523,3,0,1,6
5.19,7.47,59595,3,1,2,19
11.23,12.75,99147,1,0,1,5
5.76,12.89,70816,3,0,0,5
18.73,21.17,114872,1,1,1,4
17.52,20.33,15359,1,1,2,12
11.83,18.93,98349,3,0,0,19
2.75,4.25,185916,0,1,0,20
9.16,11.17,67966,3,0,0,12
4.15,6.17,77626,3,1,2,16
14.86,24.63,155558,1,1,1,8
11.15,20.46,53633,1,0,0,11
6.28,14.74,168016,0,0,0,17
3.14,7.73,129489,2,1,0,8
14.04,20.14,13335,2,1,0,16
9.61,10.93,112287,3,0,1,2
7.01,16.31,12870,1,0,2,5
1.81,3.57,125951,3,1,2,20
3.08,6.78,29516,2,0,0,6
6.39,13.9,53663,0,0,0,8
3.66,5.44,48826,2,0,1,5
7.48,8.39,19101,1,0,0,11
7.91,10.93,29338,1,1,0,15
4.21,8.94,26569,0,0,1,2
5.68,11.27,10925,2,0,0,15
14.08,23.3,128292,0,1,1,13
14.67,21.2,99133,3,1,0,9
2.43,5.34,179958,3,0,2,17
13.49,24.85,189318,2,0,2,8
15.05,20.41,139662,1,0,0,7
7.78,14.0,75578,3,0,2,20
11.13,24.48,152994,2,1,0,3
5.79,9.62,18199,1,1,0,7
16.45,24.55,78033,2,0,0,10
4.45,6.47,63720,2,0,1,4
3.03,6.26,7550,1,1,0,15
19.19,22.86,5390,3,1,0,9
11.49,14.42,70186,2,1,2,3
2.11,3.07,141601,3,0,0,20
14.18,20.56,11066,2,1,0,8
5.73,7.43,124733,2,0,0,5
11.27,20.49,93300,2,0,1,3
3.35,3.89,11044,0,1,1,13
18.47,22.59,194533,3,1,1,17
12.7,17.57,150567,0,0,0,18
5.75,7.16,73098,3,1,1,20
3.78,9.11,112771,2,0,2,13
13.65,21.99,118231,3,1,1,12
16.34,20.82,190162,1,1,2,20
14.25,16.12,80755,2,1,2,6
9.09,14.02,23357,1,1,1,9
10.55,12.05,46882,0,1,0,14
2.2,4.92,167465,1,1,2,11
12.93,18.11,23204,0,0,2,17
2.38,5.52,13311,1,1,1,8
5.3,11.98,19098,1,0,0,7
2.49,4.97,51079,2,0,0,20
3.19,3.65,74334,3,0,1,16
6.8,7.94,196499,0,1,1,10
13.81,22.66,120292,0,1,0,15
1.99,4.94,67022,1,0,0,1
7.19,8.17,151363,2,1,0,12
9.1,19.65,183097,1,0,0,10
8.74,11.62,114656,0,1,0,4
20.69,24.64,167896,2,0,1,12
10.2,21.26,178641,1,1,0,6
19.64,24.45,33535,2,1,0,7
7.97,9.89,76270,3,0,2,13
7.15,15.05,33957,2,0,0,8
3.53,8.65,50106,0,1,0,9
11.48,17.75,165552,3,0,0,17
11.3,21.86,117468,0,1,2,20
10.14,14.62,77673,3,0,1,18
8.6,10.64,30779,1,1,1,20
3.22,7.31,78129,1,1,2,11
3.18,4.12,165248,2,1,1,8
3.76,5.21,196360,2,1,0,16
2.19,4.37,188203,2,1,0,15
1.87,3.71,8461,3,1,2,12
15.78,19.45,159584,2,1,2,5
17.52,22.45,45786,3,1,2,8
13.68,21.6,171758,0,1,2,11
2.68,4.69,119700,1,1,1,17
12.74,15.28,182208,3,1,1,15
10.13,19.73,192448,2,0,0,1
14.36,18.19,34115,1,1,2,3
16.01,22.34,159161,0,0,0,1
6.03,7.36,93826,2,1,0,3
8.38,20.56,148400,0,0,2,15
1.75,3.32,175742,1,1,1,19
3.91,6.57,36861,2,0,1,15
4.83,11.77,128773,0,0,2,12
6.29,8.41,100597,3,1,2,17
17.41,21.45,83169,3,0,0,17
6.54,7.35,17168,0,0,0,14
11.46,16.64,63230,0,1,0,17
7.41,9.63,33085,3,0,0,20
5.34,6.24,101547,2,0,2,19
6.13,11.89,69243,0,0,2,11
2.07,5.06,90420,0,0,1,18
10.94,13.79,158408,0,1,2,16
4.71,10.06,34141,2,0,0,10
6.38,8.15,102547,3,0,1,16
4.77,11.28,172638,2,1,2,16
2.71,3.41,82499,0,0,1,8
2.64,6.11,98874,3,1,0,6
7.82,13.2,99805,2,0,2,4
4.34,7.76,132579,3,0,1,19
17.69,21.49,136925,1,1,0,18
5.34,6.8,73042,2,0,0,2
12.9,14.36,83710,2,0,0,3
9.49,12.8,103893,2,1,1,20
12.11,18.99,110090,0,1,2,14
13.29,18.88,129566,3,0,2,7
3.9,6.88,186907,1,1,1,13
14.24,18.12,163330,1,1,1,20
19.07,21.78,117476,0,0,1,1
2.78,4.27,129174,2,0,1,6
8.74,12.6,25178,1,1,0,15
5.9,7.62,110497,2,1,0,5
3.25,6.86,173680,3,0,1,15
10.94,12.37,36638,2,1,1,5
9.71,16.57,147395,0,1,0,15
5.62,6.87,32149,3,1,0,9
20.43,22.77,113320,3,0,0,20
3.83,8.91,25298,3,0,1,8
13.97,23.28,26072,2,0,2,20
16.4,23.71,81337,1,0,0,20
15.96,23.17,103758,2,0,1,12
9.88,24.54,150544,3,0,1,7
4.56,6.44,96696,0,1,2,19
5.97,7.95,126115,1,1,2,1
12.11,21.09,63250,0,1,0,17
11.24,18.81,123636,1,1,2,7
7.52,10.83,58846,0,0,2,11
8.72,14.12,148165,2,0,1,20
2.73,6.73,148036,1,1,0,20
19.25,22.89,83457,3,0,2,18
11.85,23.11,158296,0,1,0,2
1.64,3.14,48980,3,0,2,15
4.83,10.57,20565,0,0,2,10
5.5,7.97,111121,0,1,0,19
18.35,22.25,82212,1,1,0,14
2.78,3.59,152935,1,1,1,3
2.14,4.99,156987,2,1,0,12
3.69,6.14,135131,2,0,2,17
7.77,9.11,22187,1,1,2,9
16.24,22.84,94626,1,0,1,14
11.84,18.47,31181,2,0,1,18
8.27,10.01,180054,0,1,0,5
10.4,22.59,116600,3,1,2,20
19.13,22.85,87681,3,1,2,3
2.26,4.38,186163,0,0,0,17
3.43,7.62,41588,0,1,2,12
8.62,13.67,160000,0,1,1,6
19.41,21.92,45193,1,0,2,12
10.0,20.41,159848,0,0,0,3
11.28,13.84,105192,1,1,2,7
14.26,24.7,117721,3,0,1,2
9.48,17.64,118584,0,1,2,3
5.08,6.78,89053,1,1,0,3
4.09,8.85,131420,1,0,0,4
15.24,19.22,26011,1,1,0,10
2.13,3.19,32863,2,0,1,9
10.52,15.15,54467,1,1,0,15
3.73,8.41,76703,1,1,2,15
7.26,11.68,186829,2,1,1,7
18.7,21.22,18792,2,1,0,10
8.98,21.39,174611,3,1,2,5
5.62,8.4,57636,1,0,1,13
2.51,4.91,160159,3,1,2,18
5.51,13.15,177772,0,1,2,16
13.56,21.28,19389,1,0,0,7
7.57,18.69,97795,0,0,0,4
5.58,8.97,28627,1,1,0,14
8.25,20.3,35059,0,1,1,14
4.56,6.02,57441,0,0,0,11
8.32,13.11,126614,0,0,0,14
17.4,21.89,59638,0,1,1,7
11.72,20.79,129094,3,1,0,7
8.22,16.63,153014,1,1,1,5
4.17,7.82,85649,3,1,0,3
8.46,10.6,92881,2,0,2,12
5.22,6.64,81918,1,1,1,20
11.53,15.49,78629,1,0,0,3
17.12,24.54,5842,0,0,2,20
5.22,6.84,107449,0,1,2,12
7.16,13.49,25356,3,0,2,13
9.82,19.21,81965,0,1,1,7
5.17,11.72,103350,0,0,1,19
4.58,5.89,106633,3,0,2,6
11.16,14.43,140667,3,1,1,18
16.07,23.34,48761,3,0,0,5
10.25,17.3,152350,1,0,1,6
5.36,10.42,14569,2,0,2,19
5.02,8.4,12090,1,0,1,4
7.4,15.06,40557,2,0,2,17
8.19,20.07,166037,2,0,0,12
13.78,19.72,182275,2,1,2,4
6.05,7.5,183189,2,1,2,7
11.55,20.57,172164,0,1,0,10
3.55,4.29,174846,3,0,0,6
9.51,11.6,53973,2,1,1,7
16.41,23.76,157100,3,0,0,14
3.59,6.39,189137,1,1,1,3
10.4,14.75,85730,2,1,0,20
12.55,18.8,160021,3,0,1,14
9.86,18.23,34610,2,1,1,1
3.96,6.95,166724,2,1,1,1
11.99,24.92,144067,1,1,0,12
14.95,20.22,186859,2,0,1,16
13.0,21.92,6462,0,1,1,4
7.12,15.76,18580,1,0,0,4
10.82,23.67,17158,1,0,0,14
9.29,22.36,58369,3,0,0,6
4.41,6.3,48412,1,0,2,8
14.28,19.55,12914,2,0,2,10
12.25,17.11,127402,3,1,1,15
12.65,18.08,193542,3,0,1,2
2.46,5.91,151137,3,1,1,8
15.23,16.98,50935,1,0,1,19
6.01,10.17,160939,0,0,0,14
5.36,6.93,197881,0,0,0,18
7.18,16.13,158502,1,0,0,7
4.81,7.02,74798,3,0,2,20
1.57,3.02,81977,1,1,1,6
4.17,7.89,116388,2,0,2,9
19.82,24.36,109885,1,0,2,20
6.79,12.94,135655,0,0,0,2
14.82,24.14,65508,2,0,1,14
3.19,4.62,102735,2,1,2,2
16.81,23.93,53757,1,0,2,19
3.55,5.83,105619,2,1,0,1
9.65,11.29,159667,1,1,1,9
13.0,19.17,109809,2,1,1,3
1.71,3.27,36829,1,0,2,7
3.58,5.1,57466,3,1,1,13
1.99,3.65,22432,2,1,2,20
18.53,24.04,84943,3,1,0,18
3.69,5.6,58510,2,1,2,11
9.28,13.34,13695,2,0,1,3
16.82,19.33,179883,0,0,2,15
2.18,4.22,52880,3,0,1,16
16.88,23.73,31818,2,1,2,1
9.95,11.85,39526,2,1,2,9
7.78,12.87,112083,2,0,0,20
12.03,21.69,6763,2,1,2,11
7.28,10.0,24016,0,1,0,15
6.94,13.92,134988,3,0,0,19
9.54,12.22,155889,3,0,2,13
11.23,16.15,23607,2,1,1,2
3.53,7.18,196827,0,0,1,19
10.61,16.4,76023,2,1,0,3
18.42,24.7,6346,2,1,2,10
8.47,20.3,170117,0,0,2,18
20.08,24.14,48636,0,0,1,13
3.03,7.24,72054,0,0,1,8
14.84,19.32,196081,0,0,1,3
6.1,11.63,100877,2,0,1,1
2.85,4.11,7964,0,0,0,20
8.15,9.08,9816,1,1,2,3
10.63,17.98,159289,3,0,2,20
8.42,11.79,78059,2,1,1,3
3.68,6.46,187927,0,1,0,10
4.91,10.54,114451,1,0,1,13
11.96,14.07,137966,2,0,0,20
5.08,6.7,183126,3,1,0,1
5.95,7.39,43078,3,0,2,18
6.43,15.18,152030,2,1,2,12
3.28,5.45,177018,2,1,0,17
5.89,7.97,128308,2,0,2,10
7.13,9.52,195423,1,1,1,12
7.6,9.36,24248,0,0,1,18
9.64,20.69,112000,1,0,2,5
6.56,11.27,5727,1,1,2,2
5.65,9.63,39010,2,1,1,3
10.22,11.83,91676,2,1,1,4
4.83,8.25,7192,3,0,0,8
6.08,14.99,36636,3,1,0,1
9.94,17.06,42529,0,1,2,13
15.48,19.88,125604,2,1,0,14
15.29,17.28,53935,3,1,0,2
9.25,10.67,134236,0,1,0,6
8.19,9.29,150971,0,1,2,10
4.11,5.74,9270,2,0,2,18
7.21,9.23,79184,2,1,2,14
4.45,6.29,134321,0,0,0,9
10.98,24.33,112056,1,0,0,13
2.69,3.23,122678,2,1,0,6
6.28,10.77,21485,3,0,0,14
3.32,4.49,65397,2,1,1,20
2.6,4.19,143034,0,1,1,7
3.23,4.65,69302,2,1,2,11
18.78,24.31,196869,3,0,2,8
4.62,10.02,125647,2,0,2,19
8.92,15.78,117639,1,0,2,8
10.21,13.89,169417,2,0,2,1
3.61,4.08,53689,2,0,0,6
14.13,20.73,31282,3,0,1,20
5.79,7.77,42658,2,1,0,13
13.59,24.96,111134,1,0,0,2
12.31,20.94,125635,1,1,1,15
20.11,23.21,168040,1,1,0,5
3.39,8.24,52804,0,1,1,16
4.71,7.16,50924,1,0,1,1
7.74,16.3,142696,3,0,1,18
7.61,10.22,75445,2,0,1,18
11.02,15.5,164737,1,1,0,7
10.31,20.35,69449,1,1,0,8
6.56,12.89,127385,2,0,1,5
16.44,19.06,12412,3,0,0,11
6.43,11.33,14057,1,1,2,13
3.51,4.87,14854,3,0,1,11
11.37,17.86,118856,1,0,1,20
9.17,11.17,5634,1,1,0,16
5.26,7.2,138262,2,0,2,8
4.92,9.22,122392,2,1,2,18
19.3,24.58,188234,0,0,2,14
9.55,12.4,159475,0,0,2,4
4.84,6.14,114299,0,1,0,14
20.71,24.46,72439,1,1,2,13
12.76,15.89,144897,3,0,2,3
3.22,8.02,9268,1,0,2,10
4.87,6.02,55622,0,0,0,15
6.62,10.5,192467,2,1,0,15
8.69,12.91,173548,3,0,0,14
10.85,14.49,105773,0,0,1,8
13.61,19.45,155720,2,0,2,6
9.68,18.11,168455,1,1,2,7
5.12,6.39,108539,3,0,0,6
5.31,11.82,6942,0,0,2,8
6.75,11.94,77819,2,0,1,4
5.67,10.75,50127,0,1,0,5
9.59,14.52,93494,1,1,1,8
6.4,12.12,97510,1,0,1,18
3.13,4.51,139294,0,1,0,12
13.16,14.64,145092,1,0,0,14
7.83,12.96,69264,0,1,0,18
8.35,17.15,20928,3,1,2,4
10.39,19.43,60729,3,1,2,12
13.52,16.12,155957,0,1,2,5
3.22,5.41,100047,3,0,0,12
5.82,7.5,103996,0,0,1,6
6.39,15.61,182427,3,0,0,13
10.05,18.78,70791,1,0,2,15
13.84,24.45,41677,3,1,1,1
2.66,3.9,30262,2,0,2,16
7.65,13.13,164819,0,0,2,7
16.44,24.86,185023,1,1,2,12
17.0,20.31,141314,0,0,0,10
8.34,17.23,62614,3,0,2,13
12.37,19.65,48449,0,1,1,1
11.07,18.4,105649,1,0,0,14
14.79,23.31,28678,1,1,1,4
11.72,21.08,152620,3,1,0,9
6.69,13.12,42856,3,1,0,16
6.53,8.02,183076,3,0,1,15
7.19,16.81,122446,0,0,2,3
13.18,18.47,23507,2,0,1,10
14.36,16.05,25288,3,1,1,14
1.93,4.46,157878,3,0,2,4
11.77,19.77,169413,1,0,1,1
12.8,14.55,45777,2,1,0,14
5.77,11.78,33514,3,1,2,2
3.76,5.19,153654,2,1,0,3
1.87,3.15,110326,3,1,1,5
4.66,5.9,131103,1,1,0,2
16.76,22.92,139055,0,1,0,12
2.24,3.97,133668,2,1,1,10
14.56,18.19,8478,1,1,2,9
2.96,5.2,91316,0,1,1,14
10.97,17.16,142572,1,0,1,16
6.59,9.85,138457,3,1,1,19
20.57,23.92,175760,1,0,0,5
5.4,11.81,121383,3,0,1,14
10.73,12.82,19008,1,0,1,1
8.65,14.27,74049,0,1,1,7
10.39,23.98,10675,1,0,0,7
11.79,14.13,59607,2,0,2,5
11.92,16.23,189366,1,0,2,15
12.71,18.63,40836,0,0,2,14
12.79,24.91,64446,3,0,0,15
5.6,10.63,198689,2,1,1,3
7.9,9.6,105742,2,1,1,14
7.87,10.85,79300,0,0,0,2
2.67,3.06,8441,3,0,2,6
3.87,4.58,80151,1,0,2,3
8.66,11.51,20354,1,0,1,5
13.35,19.19,38675,2,1,0,20
18.37,20.86,116346,3,1,0,20
13.3,22.6,113951,3,0,1,3
11.26,23.96,5392,2,0,0,7
2.78,5.96,38555,0,1,0,19
12.44,24.38,150156,2,1,0,6
9.6,22.01,166026,0,0,0,5
4.56,9.46,166685,0,0,1,12
19.32,22.98,118844,2,1,2,8
4.97,8.42,38617,0,0,1,8
9.66,19.67,172604,2,1,1,2
3.45,3.99,61710,0,1,2,1
8.03,10.55,196000,0,0,2,10
9.05,13.58,52334,1,0,1,8
12.66,24.05,22328,0,1,1,13
4.47,9.43,56897,3,0,2,5
6.72,13.26,88051,3,1,2,4
6.01,9.28,120556,2,1,0,10
8.81,20.7,136608,2,1,1,4
7.05,15.81,90084,0,0,1,14
5.46,12.08,170493,2,0,0,3
11.83,16.53,111270,2,1,1,19
15.48,21.46,111573,1,1,0,6
5.48,11.19,74016,3,1,0,18
6.42,7.3,53501,0,1,2,15
11.2,23.14,41203,3,1,0,10
5.41,11.99,14612,0,1,0,8
15.08,24.63,110328,1,1,0,17
8.16,9.11,13259,1,1,0,16
4.68,11.31,176708,3,1,0,9
7.55,14.75,59807,1,1,1,12
11.47,14.37,35603,1,0,1,15
5.7,10.33,61774,2,0,2,11
6.04,12.42,6304,2,1,1,6
15.62,19.4,196281,1,0,2,15
9.02,16.75,68570,0,0,0,5
6.75,11.9,29147,2,0,1,9
13.94,21.64,75126,1,1,2,2
2.63,4.33,114197,0,0,0,4
8.91,11.9,157464,0,0,1,13
9.73,18.83,179829,2,0,2,7
5.36,6.39,58096,2,0,0,13
9.69,13.45,46065,1,0,1,10
14.34,23.68,80135,2,1,1,14
5.52,11.65,146138,2,1,1,17
7.96,10.8,63878,3,0,2,17
7.58,18.28,28169,2,0,0,14
2.08,4.3,186176,3,0,1,8
15.51,22.88,10006,2,1,0,3
14.7,24.54,79835,0,0,0,16
13.26,17.13,42788,2,0,1,10
16.2,23.18,55136,1,1,0,14
13.74,21.05,73751,3,0,2,8
11.85,18.81,153676,2,1,1,8
4.05,7.93,91150,3,0,0,3
4.43,10.7,154741,1,1,0,15
7.07,7.98,76349,2,0,2,14
16.04,24.05,76730,0,0,0,14
15.53,24.01,118812,3,0,2,19
4.69,5.28,7732,3,1,1,18
10.77,22.66,15132,2,1,1,15
20.94,24.98,23967,3,0,0,3
12.7,24.01,57578,0,1,0,17
6.14,10.02,24578,3,1,0,14
6.41,11.41,25928,3,0,0,3
10.01,22.29,189923,3,0,1,14
4.44,6.55,141512,0,1,0,20
7.2,13.11,170675,2,1,1,3
13.99,21.68,101600,2,1,0,5
8.52,20.35,25890,0,0,0,3
13.1,24.97,49386,3,0,0,2
16.01,18.62,26600,0,0,2,18
14.41,24.25,53639,0,0,0,7
4.45,6.86,176963,3,1,2,10
7.42,9.23,193917,0,0,1,9
8.21,9.21,154477,1,1,1,1
12.01,16.0,169801,2,0,2,17
5.98,7.58,100436,1,0,2,8
7.85,13.03,107161,2,1,1,18
9.14,22.23,129888,3,0,0,8
2.04,3.11,104109,1,1,2,13
10.72,12.79,31897,2,1,2,4
15.91,24.74,31290,1,0,1,12
3.29,7.23,193773,1,1,0,15
4.24,6.26,50872,3,0,1,3
13.11,14.57,98825,0,1,1,16
2.06,3.86,150291,3,0,0,18
17.3,23.59,95971,1,0,0,17
13.82,19.86,144096,2,1,2,15
21.4,24.04,150889,2,1,0,9
1.39,3.38,24080,3,0,0,3
3.93,4.7,92272,3,0,1,11
6.54,12.02,124048,3,1,2,3
9.12,17.83,164971,1,0,2,4
11.27,17.82,64596,3,1,0,20
11.8,18.96,193409,2,0,1,1
8.67,10.11,95303,0,0,0,3
18.54,22.69,5173,2,0,1,2
8.87,14.44,147402,3,0,1,16
8.21,13.11,66218,0,1,0,7
6.07,10.0,121433,2,0,2,8
2.19,4.29,98772,0,0,2,3
11.92,16.55,47134,0,0,1,8
12.3,21.91,52277,0,1,2,5
11.55,22.82,50641,3,0,0,16
8.47,18.61,85691,0,0,2,6
5.69,10.21,93614,3,1,1,17
10.01,20.8,8918,0,1,0,2
5.6,7.88,42853,0,1,0,14
8.69,10.09,145986,2,1,1,18
16.2,23.06,41653,1,0,0,20
9.58,13.68,46149,3,1,1,17
12.71,14.91,51355,1,0,1,6
4.56,7.62,6298,0,1,0,1
6.72,15.9,136101,0,1,0,13
8.45,12.2,181009,1,1,1,19
5.13,7.97,163386,3,1,2,1
5.1,7.04,157506,3,1,0,20
8.33,11.28,193204,3,0,2,10
2.1,3.05,122832,1,1,1,11
8.89,18.99,61936,3,0,1,9
11.26,19.9,79675,2,1,1,3
14.3,20.21,36003,1,1,2,20
21.61,24.43,117173,0,0,0,6
7.48,17.26,114599,1,0,1,5
1.84,4.21,178586,3,1,0,3
11.41,17.85,107443,2,0,2,18
9.6,16.92,58607,1,0,0,5
4.72,10.83,45714,2,0,1,3
10.18,23.06,26964,0,1,0,13
14.83,23.66,69183,1,1,2,20
4.68,7.56,73066,2,1,0,18
14.84,19.61,145344,2,0,1,5
13.17,15.54,94345,1,1,0,10
14.27,17.68,12951,1,0,1,12
10.43,12.48,62757,3,0,0,15
5.08,9.95,95551,2,0,1,12
8.75,16.5,112671,0,1,0,8
11.37,20.91,156455,3,0,1,12
6.84,9.93,113337,2,0,2,16
17.71,21.89,42485,2,0,1,10
5.35,6.95,65664,2,0,2,5
10.27,22.06,24123,0,0,0,12
3.41,6.24,56349,2,0,1,15
15.68,18.91,126540,0,0,2,5
6.75,13.1,58375,1,0,1,19
14.14,17.97,42753,2,1,2,3
