Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Creta,2019,3.13,7.59,47821,CNG,Dealer,Manual,2
Baleno,2015,1.44,3.1,81600,Diesel,Dealer,Automatic,2
Baleno,2009,11.43,20.77,19540,Petrol,Dealer,Manual,1
Ertiga,2014,9.16,14.68,190812,CNG,Individual,Automatic,2
Creta,2019,18.1,22.47,158855,CNG,Individual,Automatic,0
Ertiga,2021,17.62,21.26,103237,Diesel,Individual,Manual,2
Verna,2011,12.25,19.82,41197,Diesel,Individual,Manual,2
Innova,2015,4.11,7.06,99984,Electric,Dealer,Automatic,1
Baleno,2023,3.39,3.9,19060,Electric,Individual,Automatic,1
i20,2021,9.57,12.98,32083,Petrol,Individual,Automatic,2
Ertiga,2008,17.27,22.47,90285,Diesel,Individual,Automatic,1
Fortuner,2014,1.61,3.9,92146,CNG,Individual,Automatic,2
Baleno,2011,7.26,11.1,92199,Petrol,Dealer,Manual,1
Innova,2019,12.51,20.07,83649,Electric,Individual,Automatic,1
Baleno,2023,12.05,22.23,101976,Diesel,Dealer,Automatic,0
Innova,2014,12.32,19.21,70095,Petrol,Dealer,Automatic,0
Verna,2014,15.56,22.23,100469,CNG,Individual,Automatic,1
WagonR,2008,6.28,12.6,39752,CNG,Individual,Automatic,0
Swift,2009,5.24,10.26,158648,Diesel,Individual,Automatic,1
Baleno,2013,9.83,16.73,10458,Diesel,Dealer,Automatic,0
Verna,2020,9.42,11.74,56732,CNG,Dealer,Manual,1
Swift,2008,11.27,13.92,171977,CNG,Individual,Automatic,1
WagonR,2022,4.78,8.29,80966,CNG,Individual,Automatic,0
City,2008,10.83,12.33,151340,Diesel,Individual,Automatic,2
WagonR,2018,8.24,12.12,19147,CNG,Dealer,Automatic,2
Swift,2023,3.06,5.02,136790,CNG,Dealer,Manual,1
Ertiga,2007,8.25,11.15,91410,CNG,Dealer,Manual,2
Ertiga,2023,6.68,13.05,65689,Electric,Dealer,Manual,0
Ertiga,2018,3.33,3.79,155930,CNG,Dealer,Manual,0
Baleno,2016,5.57,11.18,149668,Petrol,Dealer,Automatic,0
Swift,2010,2.15,3.96,111403,Diesel,Dealer,Manual,2
Swift,2018,3.52,8.35,158992,Diesel,Individual,Manual,2
Verna,2007,7.74,15.31,166202,CNG,Individual,Manual,1
Verna,2019,9.68,12.51,70133,Diesel,Dealer,Manual,1
Fortuner,2021,10.06,18.39,53652,Electric,Individual,Automatic,1
Swift,2009,10.52,19.01,113272,CNG,Individual,Manual,2
Fortuner,2010,16.01,19.76,162095,Diesel,Individual,Automatic,2
Verna,2007,11.49,18.03,149091,CNG,Dealer,Automatic,1
Verna,2021,7.08,12.81,28150,Electric,Dealer,Automatic,0
Fortuner,2007,16.75,20.83,91581,CNG,Dealer,Manual,2
WagonR,2013,2.3,3.23,45002,Petrol,Individual,Automatic,2
Ertiga,2017,10.41,11.59,180026,Petrol,Dealer,Manual,0
Creta,2023,10.53,20.19,43245,CNG,Individual,Automatic,0
City,2010,14.5,22.87,64390,Electric,Individual,Manual,1
Verna,2007,4.83,7.48,113442,CNG,Individual,Manual,0
i20,2013,14.06,20.32,90946,Electric,Individual,Automatic,1
i20,2021,4.6,11.48,182471,CNG,Dealer,Manual,1
WagonR,2020,12.48,17.34,73455,CNG,Dealer,Automatic,0
Verna,2010,8.04,13.27,101375,Electric,Individual,Manual,1
Baleno,2013,3.77,6.91,21109,Electric,Individual,Automatic,1
i20,2008,9.37,22.04,40989,Petrol,Dealer,Automatic,2
Baleno,2005,12.15,20.7,112177,Diesel,Dealer,Automatic,2
City,2015,2.92,4.09,27961,Diesel,Dealer,Automatic,1
Innova,2018,9.18,18.62,58690,Petrol,Individual,Manual,0
Ertiga,2011,9.05,15.06,5409,Petrol,Individual,Manual,0
Verna,2016,2.79,6.32,163109,CNG,Individual,Automatic,2
Creta,2018,4.5,10.96,161918,Electric,Dealer,Manual,1
Verna,2024,14.63,16.65,30082,Diesel,Individual,Manual,0
Innova,2014,16.94,23.73,6635,CNG,Dealer,Manual,0
Creta,2018,3.64,4.69,161064,Petrol,Individual,Automatic,1
Baleno,2015,16.78,20.68,57734,CNG,Individual,Manual,0
Innova,2006,6.51,9.24,26675,CNG,Dealer,Manual,0
Swift,2018,7.4,12.35,97114,Diesel,Dealer,Manual,1
Swift,2007,13.05,22.9,98271,Electric,Dealer,Automatic,1
Creta,2015,6.29,10.3,44266,Petrol,Dealer,Automatic,2
i20,2020,12.2,19.44,42741,Petrol,Dealer,Manual,1
Swift,2018,9.26,15.1,15923,CNG,Individual,Manual,0
Fortuner,2010,2.15,4.83,141983,Electric,Dealer,Manual,0
City,2016,14.15,20.59,54184,Diesel,Dealer,Automatic,1
Baleno,2021,6.9,9.2,157767,Electric,Individual,Automatic,0
Baleno,2019,7.47,15.8,54373,Diesel,Dealer,Manual,1
Ertiga,2010,7.1,11.71,74485,CNG,Individual,Manual,2
Baleno,2005,3.39,6.14,14049,CNG,Individual,Manual,1
Fortuner,2008,2.03,4.1,63027,CNG,Dealer,Manual,1
i20,2011,11.05,19.81,6707,CNG,Dealer,Automatic,2
Baleno,2006,2.6,3.06,146625,Electric,Individual,Manual,1
Innova,2019,1.77,3.73,174544,Petrol,Individual,Automatic,0
WagonR,2008,15.8,21.02,94393,Diesel,Dealer,Manual,2
Ertiga,2023,12.11,19.39,29257,CNG,Individual,Manual,1
WagonR,2017,6.82,16.31,103297,Petrol,Individual,Manual,2
Swift,2023,3.59,8.26,188879,CNG,Individual,Manual,1
Baleno,2024,10.43,19.92,54598,Electric,Dealer,Automatic,1
Verna,2020,2.73,3.61,162852,CNG,Dealer,Automatic,1
i20,2014,19.06,23.42,98046,Diesel,Individual,Automatic,0
Swift,2020,18.11,21.75,105190,CNG,Individual,Manual,0
Creta,2020,8.31,14.84,174877,Diesel,Individual,Manual,2
Fortuner,2010,10.7,12.03,38730,Petrol,Dealer,Automatic,2
City,2005,17.25,19.27,11917,Electric,Dealer,Manual,2
Baleno,2013,17.41,21.57,5914,Electric,Dealer,Manual,0
Ertiga,2009,10.26,13.99,111487,Petrol,Individual,Automatic,1
WagonR,2020,9.61,21.73,18042,Electric,Dealer,Automatic,2
i20,2009,10.13,22.38,31360,Electric,Individual,Automatic,1
i20,2005,12.13,24.21,122859,CNG,Individual,Manual,2
Baleno,2010,5.23,6.28,97825,Diesel,Individual,Automatic,0
Verna,2023,14.83,23.54,178774,Diesel,Individual,Manual,0
Verna,2020,6.87,10.85,116258,Electric,Individual,Manual,1
Innova,2022,4.32,5.65,39266,Electric,Individual,Automatic,1
WagonR,2020,7.58,12.92,67588,CNG,Individual,Manual,2
Innova,2012,7.72,11.2,163442,Petrol,Dealer,Automatic,0
Fortuner,2006,10.77,21.53,165336,CNG,Individual,Manual,0
WagonR,2017,14.34,20.82,34343,Electric,Dealer,Manual,1
City,2012,12.79,17.92,60807,Electric,Dealer,Manual,1
Innova,2017,11.72,14.67,140161,CNG,Dealer,Manual,1
Creta,2015,3.36,6.91,185760,CNG,Individual,Automatic,1
Fortuner,2021,3.89,5.73,53836,Diesel,Individual,Automatic,0
Creta,2019,6.47,8.08,48306,Diesel,Dealer,Automatic,2
Swift,2019,12.14,14.24,92987,Diesel,Individual,Automatic,1
Innova,2006,7.43,9.96,131446,Electric,Dealer,Automatic,1
City,2011,3.4,4.63,37909,CNG,Individual,Manual,1
i20,2012,6.16,14.06,187365,Electric,Individual,Manual,2
WagonR,2009,10.92,22.8,125436,CNG,Dealer,Manual,1
i20,2023,11.53,18.44,102821,Electric,Dealer,Automatic,0
Innova,2011,10.48,15.69,111676,Petrol,Individual,Automatic,0
WagonR,2017,8.02,15.6,76375,CNG,Individual,Manual,0
WagonR,2007,2.77,3.34,43248,Electric,Individual,Manual,1
Swift,2013,9.84,21.51,44388,Petrol,Dealer,Automatic,2
WagonR,2024,15.05,17.11,61132,Diesel,Individual,Automatic,1
Baleno,2011,12.35,14.63,136805,Petrol,Dealer,Automatic,2
i20,2020,2.11,3.83,54454,Electric,Dealer,Manual,1
Creta,2014,10.34,21.51,185123,CNG,Individual,Automatic,1
Baleno,2018,21.19,24.76,5851,Diesel,Individual,Automatic,1
City,2024,8.78,18.6,49464,CNG,Dealer,Automatic,0
Fortuner,2019,4.33,8.41,82359,Electric,Dealer,Automatic,1
Fortuner,2020,13.21,18.07,193938,Petrol,Dealer,Manual,0
City,2019,7.14,15.72,98708,CNG,Dealer,Manual,1
Creta,2007,16.51,19.28,5119,CNG,Dealer,Automatic,1
WagonR,2017,1.89,4.48,139898,CNG,Individual,Automatic,2
City,2007,7.83,14.63,93021,Diesel,Dealer,Automatic,1
i20,2016,8.97,19.08,8233,Petrol,Individual,Automatic,2
Baleno,2015,10.95,15.14,120145,CNG,Individual,Manual,2
Verna,2006,14.22,18.49,51577,Diesel,Dealer,Manual,2
Creta,2008,12.44,17.15,31907,CNG,Dealer,Automatic,0
Ertiga,2014,1.6,3.15,27043,CNG,Individual,Manual,2
Creta,2008,5.61,9.26,49147,Petrol,Dealer,Manual,2
Creta,2005,4.55,5.38,84159,Petrol,Individual,Automatic,1
Fortuner,2024,21.61,24.55,139608,Electric,Individual,Automatic,2
WagonR,2007,11.5,18.2,43502,Petrol,Dealer,Automatic,1
Verna,2015,20.46,23.89,31681,CNG,Dealer,Automatic,0
Baleno,2009,13.7,18.83,151734,Petrol,Dealer,Manual,2
Fortuner,2015,10.12,22.42,62076,Diesel,Dealer,Automatic,0
Creta,2022,7.55,8.52,192502,Diesel,Individual,Automatic,0
Creta,2017,9.64,13.49,26410,Petrol,Dealer,Automatic,0
Swift,2013,3.98,6.5,145744,Electric,Individual,Automatic,0
City,2014,17.19,20.0,167287,Electric,Individual,Automatic,1
Innova,2014,3.11,4.14,146316,Electric,Dealer,Manual,0
Swift,2019,13.79,17.31,51786,Petrol,Dealer,Manual,2
Swift,2006,18.54,22.41,102090,Electric,Dealer,Automatic,1
Verna,2009,6.52,10.58,52932,Petrol,Individual,Manual,2
City,2010,10.62,13.68,118875,CNG,Dealer,Manual,2
Ertiga,2008,16.52,20.71,49370,Diesel,Individual,Manual,2
Fortuner,2010,13.56,20.1,125434,Petrol,Individual,Manual,1
Innova,2010,9.98,17.32,65882,Diesel,Dealer,Automatic,2
WagonR,2012,3.48,4.56,26140,Diesel,Dealer,Manual,1
i20,2012,7.5,9.87,127573,Petrol,Individual,Manual,1
Verna,2020,7.64,11.25,194586,CNG,Individual,Manual,1
Fortuner,2019,8.51,11.31,114090,Diesel,Dealer,Manual,2
WagonR,2005,12.08,20.86,156729,CNG,Individual,Automatic,1
i20,2010,4.55,6.58,102199,Petrol,Dealer,Manual,2
Verna,2006,8.38,19.33,165519,Petrol,Individual,Manual,2
Baleno,2016,4.66,5.41,189549,Petrol,Individual,Automatic,1
Fortuner,2015,4.76,5.36,65396,Diesel,Individual,Automatic,2
Verna,2024,2.47,3.22,92864,Petrol,Individual,Manual,1
Innova,2009,2.84,6.09,73371,Electric,Dealer,Manual,2
Ertiga,2010,3.54,7.76,147866,Petrol,Individual,Manual,2
i20,2024,13.47,17.38,154475,CNG,Individual,Automatic,0
i20,2008,2.82,4.55,47265,Electric,Dealer,Automatic,0
City,2007,4.05,4.93,163944,Diesel,Dealer,Manual,2
Fortuner,2021,5.06,11.86,68107,CNG,Individual,Manual,0
Swift,2012,9.36,20.91,144604,Diesel,Individual,Automatic,2
Swift,2016,7.85,18.74,182605,Diesel,Dealer,Manual,1
Innova,2007,12.46,18.54,11222,Petrol,Dealer,Automatic,1
Innova,2007,7.84,12.34,149219,Diesel,Dealer,Manual,1
Swift,2023,13.58,16.34,130369,Diesel,Dealer,Manual,1
City,2011,11.12,17.17,179140,Diesel,Individual,Automatic,0
Swift,2008,1.71,3.95,99692,Petrol,Individual,Automatic,0
Baleno,2007,1.48,3.26,81623,Diesel,Individual,Automatic,1
Innova,2019,6.6,15.57,39906,Diesel,Dealer,Manual,2
Baleno,2016,7.78,12.31,186521,Electric,Individual,Manual,2
Ertiga,2021,17.44,20.62,162262,Electric,Individual,Automatic,1
City,2020,15.97,19.18,102272,Electric,Individual,Manual,0
WagonR,2011,10.89,16.34,27026,Diesel,Individual,Manual,0
i20,2013,5.93,14.15,63936,Petrol,Individual,Automatic,1
Baleno,2021,9.67,12.02,138642,Electric,Dealer,Automatic,0
WagonR,2022,6.32,15.22,184723,Electric,Individual,Manual,0
Ertiga,2008,8.55,10.65,131998,CNG,Dealer,Manual,2
Swift,2015,6.27,8.25,107576,CNG,Individual,Automatic,2
Baleno,2011,9.77,19.88,157968,CNG,Individual,Manual,1
Swift,2012,12.18,14.36,115225,Diesel,Dealer,Automatic,2
Verna,2007,12.52,19.89,56699,Diesel,Dealer,Automatic,1
Verna,2016,13.87,18.82,62421,CNG,Dealer,Automatic,2
Ertiga,2023,11.35,17.91,124546,Diesel,Dealer,Manual,0
Swift,2006,9.63,13.02,41657,CNG,Dealer,Automatic,1
Baleno,2007,13.53,24.72,50557,Electric,Individual,Automatic,2
Swift,2005,10.13,22.64,78266,CNG,Individual,Automatic,1
Creta,2007,12.68,14.48,72400,Electric,Dealer,Automatic,1
Fortuner,2020,2.93,4.3,72832,Electric,Dealer,Manual,0
City,2008,11.09,14.05,127211,Diesel,Dealer,Automatic,1
Swift,2006,9.98,18.24,177913,Electric,Dealer,Manual,1
WagonR,2017,11.96,17.51,143965,Electric,Individual,Manual,0
Baleno,2006,5.74,8.74,64658,Electric,Individual,Manual,1
Swift,2017,11.65,21.51,47164,CNG,Dealer,Manual,2
Verna,2011,2.64,4.3,139127,Diesel,Dealer,Manual,0
i20,2013,13.73,23.29,185706,Petrol,Dealer,Manual,1
City,2016,6.89,16.08,129421,CNG,Dealer,Automatic,1
Fortuner,2011,10.98,19.03,45516,Electric,Individual,Manual,2
Creta,2015,4.25,7.62,41194,Diesel,Dealer,Manual,1
Swift,2013,2.47,5.4,22422,Diesel,Dealer,Automatic,0
WagonR,2020,3.16,5.25,198201,Diesel,Dealer,Manual,1
Creta,2009,3.82,6.88,181920,Electric,Individual,Manual,2
Creta,2016,11.17,20.96,151941,CNG,Individual,Manual,0
WagonR,2018,3.0,5.39,184678,CNG,Individual,Manual,1
Innova,2007,8.22,14.75,91363,CNG,Dealer,Automatic,2
Ertiga,2009,11.01,18.84,168804,Petrol,Individual,Automatic,0
Ertiga,2010,10.24,20.58,40013,CNG,Dealer,Automatic,2
i20,2006,14.03,18.26,180548,Diesel,Dealer,Automatic,0
Ertiga,2020,7.55,9.96,135305,Petrol,Individual,Manual,1
i20,2013,17.41,20.34,82251,Diesel,Individual,Automatic,1
Verna,2020,10.74,13.61,79782,Electric,Individual,Manual,0
Swift,2014,5.26,12.4,18859,Electric,Dealer,Automatic,1
i20,2022,9.24,12.56,199436,CNG,Dealer,Automatic,1
Verna,2023,4.61,8.01,152448,Electric,Dealer,Manual,0
Creta,2008,1.44,3.49,71627,CNG,Individual,Automatic,2
Fortuner,2011,7.26,16.27,16409,Petrol,Dealer,Manual,2
Fortuner,2013,9.08,13.31,120437,Diesel,Individual,Manual,2
Swift,2020,7.08,9.53,37604,Diesel,Dealer,Automatic,0
Verna,2012,15.37,19.49,186546,Diesel,Individual,Automatic,0
City,2019,7.28,15.25,98713,Electric,Dealer,Automatic,2
Verna,2013,8.26,15.54,195292,CNG,Individual,Automatic,2
City,2021,13.9,22.27,50429,Petrol,Individual,Automatic,2
Creta,2009,8.42,12.67,32910,Diesel,Individual,Manual,0
Creta,2011,9.67,16.19,59701,Electric,Individual,Manual,1
Verna,2018,17.52,23.2,75942,Petrol,Individual,Automatic,1
City,2016,3.5,5.18,47826,Petrol,Dealer,Manual,1
Creta,2005,19.72,23.63,190427,Diesel,Dealer,Automatic,2
Creta,2014,12.45,17.94,93738,Diesel,Individual,Automatic,1
City,2020,10.3,20.48,52857,CNG,Individual,Manual,0
Ertiga,2019,5.5,7.26,39915,Diesel,Individual,Manual,0
Swift,2016,2.64,5.63,8124,Electric,Individual,Manual,0
Ertiga,2013,5.18,7.26,169634,Electric,Individual,Automatic,0
Baleno,2020,2.87,4.5,98447,Petrol,Individual,Manual,0
Innova,2022,6.7,15.49,55998,Diesel,Dealer,Automatic,0
City,2020,10.58,16.7,66063,Petrol,Dealer,Automatic,0
i20,2013,13.17,23.71,199530,Petrol,Dealer,Automatic,2
Creta,2016,6.75,16.34,187641,Electric,Dealer,Manual,2
Innova,2006,5.54,13.39,50304,Petrol,Dealer,Manual,2
City,2023,12.39,21.6,78210,CNG,Individual,Manual,0
WagonR,2012,6.13,7.61,90944,Electric,Individual,Manual,1
Creta,2016,5.31,12.8,167805,Diesel,Dealer,Manual,1
Innova,2005,19.55,22.49,79189,CNG,Dealer,Manual,2
Swift,2013,4.92,5.68,62943,Electric,Individual,Automatic,2
Ertiga,2016,8.06,14.34,132033,CNG,Dealer,Automatic,2
Innova,2008,5.31,9.68,16296,Diesel,Dealer,Automatic,1
Creta,2024,4.37,9.41,108113,Electric,Individual,Manual,2
Verna,2008,4.36,9.34,185826,Diesel,Individual,Automatic,0
Fortuner,2013,10.4,22.95,43335,CNG,Dealer,Automatic,2
Fortuner,2011,9.92,21.88,80113,Electric,Individual,Manual,1
Fortuner,2022,16.69,22.68,151733,CNG,Individual,Automatic,1
Fortuner,2024,1.99,4.66,27555,Electric,Dealer,Automatic,1
WagonR,2007,7.3,14.09,168791,Electric,Individual,Manual,1
City,2020,2.24,4.15,46971,Petrol,Individual,Automatic,1
Verna,2024,12.49,14.47,43592,Diesel,Individual,Manual,1
WagonR,2019,1.96,3.06,15296,Diesel,Individual,Automatic,0
WagonR,2021,12.8,21.44,102850,Diesel,Individual,Manual,0
City,2012,8.49,17.7,195123,CNG,Individual,Manual,0
Baleno,2016,10.36,11.57,131816,Diesel,Dealer,Manual,0
WagonR,2022,14.72,20.17,125018,CNG,Dealer,Automatic,0
Fortuner,2009,10.56,18.52,52612,Electric,Dealer,Manual,2
i20,2022,16.97,20.26,5220,Electric,Dealer,Automatic,2
Verna,2024,1.67,4.02,58880,Petrol,Dealer,Automatic,1
Ertiga,2011,3.23,5.75,140156,CNG,Individual,Automatic,0
Innova,2020,8.71,20.63,116723,CNG,Individual,Manual,1
Swift,2012,3.51,8.45,121690,CNG,Dealer,Automatic,1
Fortuner,2014,4.54,7.33,151753,Diesel,Individual,Automatic,0
Verna,2007,17.3,22.94,130307,Petrol,Individual,Automatic,1
Verna,2021,8.35,12.62,36965,Electric,Individual,Manual,1
Baleno,2010,11.57,13.76,99777,CNG,Dealer,Automatic,0
Creta,2018,5.62,7.56,72695,Petrol,Dealer,Manual,0
Ertiga,2012,12.81,15.68,158414,Diesel,Dealer,Automatic,2
City,2005,2.68,3.31,188153,Diesel,Dealer,Automatic,2
i20,2013,20.56,23.86,72781,Electric,Individual,Automatic,0
Innova,2016,11.33,21.26,179785,Electric,Individual,Manual,1
WagonR,2015,9.98,12.19,159428,Petrol,Dealer,Automatic,2
Innova,2014,6.69,11.15,176155,Electric,Individual,Automatic,2
Fortuner,2018,7.34,11.47,70983,Petrol,Individual,Manual,0
Creta,2021,14.66,17.77,94659,Electric,Individual,Automatic,1
WagonR,2010,1.96,4.55,100356,Electric,Dealer,Automatic,0
Creta,2019,5.88,10.93,199091,Petrol,Individual,Manual,2
WagonR,2022,6.65,10.96,15641,Diesel,Individual,Manual,2
Swift,2021,6.72,12.5,184718,Electric,Individual,Manual,1
Swift,2018,10.99,21.94,118191,Diesel,Dealer,Manual,1
City,2012,2.84,4.22,28320,Diesel,Dealer,Manual,0
Swift,2008,12.37,23.28,138250,Electric,Individual,Automatic,2
i20,2022,6.56,10.11,142119,Diesel,Individual,Automatic,0
City,2023,5.09,11.64,95073,Electric,Individual,Automatic,1
Baleno,2019,9.39,18.57,142175,Electric,Dealer,Automatic,2
Fortuner,2007,10.03,17.45,91030,Electric,Individual,Manual,2
WagonR,2011,15.7,20.77,147241,CNG,Individual,Automatic,0
Fortuner,2019,9.79,17.37,41927,Petrol,Dealer,Manual,2
Verna,2018,5.06,5.84,116298,Electric,Individual,Manual,2
Verna,2011,10.11,11.65,184307,Diesel,Individual,Automatic,0
Innova,2020,12.02,24.25,124950,Petrol,Dealer,Manual,0
WagonR,2020,16.28,20.89,164047,CNG,Dealer,Manual,0
Creta,2022,11.51,24.01,124064,Petrol,Individual,Manual,2
Fortuner,2006,12.98,16.95,97233,Diesel,Individual,Automatic,1
Fortuner,2010,3.76,6.31,29602,Electric,Dealer,Manual,2
Creta,2011,10.32,24.68,97486,CNG,Dealer,Manual,1
Verna,2009,6.77,10.11,181579,Petrol,Dealer,Manual,2
Verna,2020,7.71,9.91,161054,Petrol,Individual,Manual,0
i20,2009,12.32,22.45,143731,Petrol,Individual,Automatic,1
City,2005,9.98,19.72,162351,Diesel,Dealer,Automatic,0
City,2009,4.87,8.83,6024,Petrol,Dealer,Manual,1
i20,2020,2.49,5.12,151082,Diesel,Dealer,Automatic,1
Innova,2012,7.87,13.77,97955,Electric,Dealer,Automatic,0
Verna,2019,6.17,10.85,64045,Petrol,Individual,Automatic,0
i20,2010,14.12,23.0,111505,Diesel,Dealer,Manual,2
Creta,2013,2.95,6.94,190546,Petrol,Individual,Manual,2
City,2008,6.17,7.57,71763,Diesel,Dealer,Automatic,0
WagonR,2020,11.13,16.61,199210,CNG,Dealer,Automatic,1
WagonR,2020,6.03,7.16,189773,Petrol,Dealer,Manual,0
Creta,2019,16.26,23.22,185527,Electric,Individual,Manual,2
Verna,2016,8.54,9.93,180101,Diesel,Dealer,Manual,1
Fortuner,2010,20.11,24.63,13807,CNG,Dealer,Manual,0
City,2013,12.74,21.35,54699,Electric,Individual,Automatic,1
Fortuner,2011,16.98,21.12,152699,Petrol,Individual,Manual,0
Creta,2005,12.07,16.89,126474,Electric,Individual,Manual,1
Ertiga,2010,10.84,13.16,17309,Electric,Individual,Automatic,0
i20,2006,8.02,16.23,62225,Diesel,Dealer,Manual,0
City,2023,2.89,3.95,20727,Diesel,Individual,Automatic,2
i20,2020,12.73,23.5,91692,Electric,Dealer,Automatic,0
City,2022,12.71,17.48,126247,CNG,Individual,Automatic,2
Fortuner,2011,4.26,7.84,191577,CNG,Individual,Automatic,0
i20,2015,7.31,9.53,112693,Petrol,Individual,Automatic,1
Ertiga,2011,8.01,9.9,22821,CNG,Dealer,Automatic,1
WagonR,2023,13.41,17.84,99103,CNG,Individual,Automatic,1
City,2005,3.37,3.92,172920,Diesel,Individual,Automatic,0
Ertiga,2010,11.93,15.53,108589,CNG,Dealer,Manual,0
Verna,2023,3.67,6.51,38523,CNG,Individual,Automatic,2
Creta,2016,13.45,21.46,56894,Diesel,Individual,Automatic,1
Fortuner,2006,4.25,9.01,79642,CNG,Dealer,Manual,0
City,2024,14.54,21.62,17121,Electric,Dealer,Manual,2
City,2022,4.36,6.14,9231,CNG,Dealer,Automatic,2
i20,2011,11.49,16.33,48567,Petrol,Dealer,Automatic,2
Innova,2017,12.06,22.75,151012,Electric,Individual,Manual,2
City,2006,15.57,23.27,127640,CNG,Individual,Automatic,1
Verna,2024,2.3,3.53,119898,CNG,Individual,Automatic,1
Fortuner,2017,11.15,16.37,185311,Petrol,Individual,Manual,2
Swift,2018,10.9,14.12,183854,CNG,Individual,Manual,1
Fortuner,2018,5.28,6.63,129970,Electric,Dealer,Manual,0
Verna,2015,8.27,12.85,46638,Electric,Dealer,Automatic,0
City,2013,10.51,13.29,55446,CNG,Individual,Automatic,1
Verna,2017,2.39,5.32,97651,Electric,Dealer,Manual,1
Fortuner,2021,9.45,11.71,136636,Electric,Dealer,Automatic,1
City,2024,19.15,22.67,71799,CNG,Dealer,Automatic,2
Verna,2015,6.27,12.18,27722,CNG,Dealer,Manual,2
Swift,2012,11.58,22.11,147727,Petrol,Individual,Manual,1
City,2020,9.84,12.26,22856,Electric,Individual,Manual,2
Creta,2024,6.74,15.12,5618,Diesel,Dealer,Manual,1
Swift,2011,2.5,5.11,101223,Diesel,Dealer,Manual,1
Fortuner,2009,4.04,7.76,56078,Diesel,Dealer,Automatic,0
Swift,2023,7.34,15.17,25853,Diesel,Dealer,Manual,2
Baleno,2024,11.42,23.13,131853,Diesel,Individual,Manual,0
i20,2008,11.31,17.59,124668,Electric,Dealer,Manual,2
Baleno,2005,12.57,18.19,177007,Electric,Individual,Automatic,0
Verna,2010,15.73,23.66,85978,Diesel,Individual,Manual,1
Fortuner,2007,6.39,9.88,193424,Petrol,Dealer,Automatic,2
Swift,2006,15.38,22.75,185866,Diesel,Individual,Manual,2
WagonR,2010,9.78,22.93,71719,Diesel,Dealer,Manual,1
Creta,2023,14.01,17.11,51850,Petrol,Individual,Manual,0
Verna,2016,11.13,21.94,191171,Petrol,Dealer,Manual,2
i20,2016,4.21,7.11,123192,Diesel,Dealer,Manual,0
i20,2012,3.46,5.46,119465,CNG,Dealer,Manual,0
Baleno,2017,6.25,13.87,11965,Electric,Individual,Manual,0
Ertiga,2018,19.71,24.72,127757,Electric,Dealer,Manual,0
Verna,2015,3.34,5.11,54493,Diesel,Individual,Automatic,0
Verna,2005,4.77,6.75,15694,Petrol,Individual,Automatic,0
City,2005,3.74,9.22,181608,Petrol,Individual,Manual,0
Swift,2015,2.87,3.6,89502,CNG,Individual,Manual,2
City,2014,7.53,12.08,133290,Electric,Individual,Automatic,1
City,2024,5.58,13.83,197370,Petrol,Individual,Automatic,1
City,2014,18.45,21.28,94061,CNG,Individual,Manual,0
WagonR,2020,11.05,22.86,120832,Electric,Dealer,Manual,2
Ertiga,2010,12.7,15.42,35881,Diesel,Dealer,Manual,1
City,2008,2.15,4.98,46327,CNG,Dealer,Automatic,0
WagonR,2017,12.43,14.75,24135,Petrol,Individual,Manual,0
Innova,2014,1.69,3.91,87522,CNG,Individual,Manual,2
Ertiga,2007,7.84,13.14,180189,CNG,Individual,Automatic,2
Baleno,2022,8.53,11.92,56181,Diesel,Individual,Manual,1
Baleno,2024,1.95,3.56,171388,Diesel,Dealer,Manual,0
i20,2008,20.21,24.93,76925,Electric,Individual,Automatic,1
i20,2019,8.41,12.15,23671,Diesel,Individual,Automatic,2
Baleno,2005,3.5,5.12,15226,Electric,Individual,Automatic,1
Innova,2007,19.62,23.5,131660,Petrol,Dealer,Manual,2
i20,2011,11.44,15.21,70950,Diesel,Individual,Automatic,2
City,2010,5.94,12.69,177259,Diesel,Dealer,Automatic,2
Ertiga,2023,11.44,17.18,52863,Electric,Dealer,Automatic,2
WagonR,2021,12.27,13.97,125213,Diesel,Dealer,Automatic,2
Verna,2020,9.23,22.62,169368,Petrol,Dealer,Automatic,2
Verna,2018,5.84,7.3,163971,Electric,Individual,Automatic,1
City,2009,12.4,17.9,70132,CNG,Individual,Automatic,0
Fortuner,2012,12.46,16.26,149984,Electric,Individual,Manual,0
Verna,2020,6.91,8.48,64178,Petrol,Individual,Manual,0
Swift,2008,6.3,12.04,55969,Petrol,Individual,Manual,0
i20,2016,6.21,11.76,56444,Diesel,Individual,Manual,1
Creta,2010,13.97,20.59,143458,Diesel,Dealer,Automatic,1
Baleno,2006,5.37,9.23,74820,CNG,Dealer,Automatic,1
Verna,2009,3.07,4.85,32591,CNG,Individual,Automatic,1
Ertiga,2014,4.77,6.67,26247,CNG,Dealer,Automatic,1
WagonR,2012,6.17,14.12,101229,Petrol,Dealer,Automatic,1
Fortuner,2020,14.57,17.12,50518,CNG,Dealer,Automatic,0
WagonR,2013,7.13,12.7,58555,Electric,Individual,Manual,1
Baleno,2012,13.78,21.79,21031,CNG,Individual,Manual,2
Creta,2012,18.39,21.85,130857,Diesel,Dealer,Automatic,1
Baleno,2022,5.21,6.77,90008,Petrol,Dealer,Manual,1
